tax_id,Kingdom,Phylum,Class,Order,Family,Genus,Species,16S_rRNA_Count,metadata_NSTI,gc,EC.1.4.99.5,EC.4.1.1.5,EC.1.1.1.76,EC.3.2.1.6,EC.3.2.1.14,EC.2.6.1.86,EC.4.1.1.74,EC.3.5.99.7,EC.5.4.4.2,EC.4.2.99.21,EC.3.3.2.1,EC.1.3.1.28,EC.3.2.1.21,EC.3.2.1.20,EC.3.2.1.91,EC.1.10.3.2,EC.1.11.1.7,EC.3.2.1.52,EC.3.5.1.4,EC.3.5.1.5,EC.3.4.11.1,EC.1.3.3.11,EC.3.1.3.1,EC.3.1.3.2,EC.3.1.3.8,EC.3.1.3.26,EC.3.1.6.1,EC.1.18.6.1,EC.1.14.18.3,EC.1.14.99.39,EC.1.7.2.6,EC.1.7.1.15,EC.1.7.2.2,EC.1.7.1.4,EC.1.7.7.1,EC.1.7.2.1,EC.1.7.2.5,EC.1.7.2.4
150248,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,Anoxybacillus pushchinoensis,1,0.043695,0.559043348,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1502841,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter suratthaniensis,1,0.015737,0.546597633,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1502842,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter thailandicus,2,0.040825,0.554847841,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1502943,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella semilis,1,0.024604,0.539091586,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1503,Bacteria,Firmicutes,Tissierellia,Tissierellales,Gottschalkiaceae,Gottschalkia,Gottschalkia purinilytica,1,0.1184845,0.53708623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1503041,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Arcanobacterium,Arcanobacterium pinnipediorum,4,0.021762,0.5615727,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1503053,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia singularis,1,0.009286,0.554281861,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,3,3,3,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1503054,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia staglis,1,0.0075925,0.551720084,0,0,0,0,2,0,0,1,1,0,1,1,1,0,0,0,0,2,4,3,1,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
1503055,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia territorii,3.5,0.0061455,0.552230903,0,0,0.5,0,1,0,0,1,0.5,0.5,0,0,1.5,1,0,0,0,2,4.5,3,1,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
150336,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium thiosulfatireducens,1,0.005667667,0.518092432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150340,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrioles,Vibrioceae,Vibrio,Vibrio antiquarius,8.166666667,0.009513,0.537487552,0,0.166666667,0.166666667,0,3,0,0,0,1,0,0,0,0,1,0,0,0,3,0,1,1,0,2.833333333,0,0,0,3.833333333,0,0,0,0,4,1,0,0,0,0,0
1503750,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomodales,Xanthomodaceae,Pseudoxanthomos,Pseudoxanthomos sangjuensis,1,0.107135,0.557354926,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,1,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1503925,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter lusitanus,1,0.01648,0.504611331,0,1,0,0,1,0,0,1,0,0,0,0,4,3,0,0,0,8,0,0,0,0,2,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0
1503961,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Evansella,Evansella caseinilytica,1,0.0127425,0.562961979,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
1503981,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomodales,Erythrobacteraceae,Alteraurantiacibacter,Alteraurantiacibacter buctensis,1,0.030345,0.54137931,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0,0,0,1,1,0,2,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0
1504,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium septicum,1,0.061045273,0.534140149,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1504265,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Metabacillus,Metabacillus malikii,1,0.049487,0.54691689,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504981,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomodaceae,Halomos,Halomos sp. KO116,4.666666667,0.006215667,0.552199839,0,0,1,0,0,0,0,1,1,0,0,0,0,1.666666667,0,0,0,1,2.333333333,3,1,0.333333333,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1505,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Paeniclostridium,Paeniclostridium sordellii,1,0.0043239,0.538306427,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1505036,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Halovulum,Halovulum dunhuangense,1,0.044849,0.554157932,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505037,Bacteria,Proteobacteria,Alphaproteobacteria,Emcibacterales,Emcibacteraceae,Emcibacter,Emcibacter nhaiensis,1,0.097239,0.546575342,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505232,Bacteria,Fibrobacteres,Chitinivibrionia,Chitinivibrioles,Chitinivibrioceae,Chitinivibrio,Chitinivibrio alkaliphilus,1,0.0087465,0.510093325,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505588,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Brenneria,Brenneria populi Li et al. 2015,7,0.0386445,0.553448276,0,1,1.5,0,0,0,0.5,1,2,0,1,1,2,1,0,0,0,1,0.5,0,1,0,1,1,0,0.5,0,1.5,0,0,0,1,0,0,0,0,0,0
1505596,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Blochmannia,Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri,,,0.490816973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505597,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Blochmannia,Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus,,,0.48125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505723,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus bombicola,1,0.015243,0.516469038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505725,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella bombi,1,0.017535,0.501965924,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505726,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Convivi,Convivi intestini,1,0.014374,0.511318242,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505727,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium commune,1,0.003905,0.588474576,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505757,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Siccibacter,Siccibacter colletis,4,0.005418,0.547898001,0,1,0,0,0,0,1,0,1,1,1,1,2,0,0,0,0,2,0,0,1,1,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0
1505907,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus eurythermalis,,,0.658940397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506604,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter ardleyensis,1,0.134486,0.535739561,0,0,0,0,0,0,0,1,0,0,0,0,5,2,0,0,0,5,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
150723,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Aminobacter,Aminobacter ciceronei,1,0.011603,0.554371002,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,7,2,0,0,0,0,0,3,0,0,0,0,2,0,0,0,1,1,0
1507286,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Terrimos,Terrimos arctica,1,0.101011,0.513742072,0,0,0,0,1,0,0,1,0,0,0,0,4,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
1507287,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomodales,Sphingomodaceae,Sphingopyxis,Sphingopyxis flava,1,0.046878,0.546601261,0,0,1,0,0,0,0,0,0,1,0,0,5,3,0,0,0,2,1,0,2,0,3,1,2,0,2,0,0,0,0,2,0,0,0,0,0,0
1507437,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus halotolerans,1,0.016034,0.54375,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
1507448,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomodales,Sphingomodaceae,Novosphingobium,Novosphingobium piscie,1,0.037746,0.551651441,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,1,2,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
1507449,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Vogesella,Vogesella amnige,1,0.017889,0.549536707,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1507734,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces antioxidans,1,0.007641,0.587525151,0,0,0,0,3,1,0,0,0,0,0,0,5,4,1,0,0,5,4,3,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1507735,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomodales,Pseudomodaceae,Pseudomos,Pseudomos tarimensis,4,0.032817,0.547936085,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,3,1,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0
1507808,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,Pectobacterium actinidiae,6,0.00326,0.544117647,0,1,1,0,0,0,0,0,2,0,1,1,2,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,3,1,0,0,0,0,0
150829,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema azotonutricium,2,0.008395333,0.563700345,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150831,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Roseibium,Roseibium hamelinense,1,0.010824,0.558345643,0,0,3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,1,3,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
150832,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Nesterenkonia,Nesterenkonia lacusekhoensis,1,0.065935,0.570648464,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1508375,Bacteria,Actinobacteria,Actinomycetia,Catenulisporales,Actinospicaceae,Actinospica,Actinospica durhamensis,1,0.041961,0.603085554,0,0,0,0,0,0,0,0,1,0,0,0,10,2,0,0,0,1,2,1,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1508388,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Aurantimodaceae,Jiella,Jiella aquimaris,1,0.05618,0.561937716,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,3,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1508390,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Aureibacillus,Aureibacillus halotolerans,1,0.047614,0.561634806,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508404,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Jeotgalibacillus,Jeotgalibacillus malaysiensis,9,0.004675333,0.548746806,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508419,Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga caldifontis,1,0.075161,0.62306701,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508420,Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga profunda,1,0.077539,0.5931657,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508644,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Candidatus Arthromitus,Candidatus Arthromitus sp. SFB-mouse-NL,5,0.023425,0.485883125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508770,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomodaceae,Kushneria,Kushneria pakistanensis,1,0.014353,0.576403696,0,0,1,0,0,0,0,0,1,0,1,1,3,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1508805,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomodales,Sphingomodaceae,Sphingorhabdus,Sphingorhabdus buctia,1,0.046288,0.536871123,0,0,1,0,0,0,0,0,0,1,0,0,2,2,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1509,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sporogenes,1,0.005387286,0.523260307,0,0,0,0,2.571428571,0,0,0,0.142857143,0.142857143,0,0,0,1,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0.857142857,0,0,0,0,0,0,0,0,0,0
1509237,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomos,Roseomos arctica,1,0.115228,0.581843191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509241,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Brenneria,Brenneria roseae,7,0.1007265,0.552455357,0,1,1,0,0,0,0,1,2,0,1,1,2,1,0,0,0,1,1,0,1,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1509244,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Caedimodaceae,Candidatus Nucleicultrix,Candidatus Nucleicultrix amoebiphila,1,0.22106,0.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509367,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomodales,Erythrobacteraceae,Pontixanthobacter,Pontixanthobacter aestiaquae,1,0.048377,0.529737206,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,2,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Oceanispirochaeta,Oceanispirochaeta litoralis,2,0.329035,0.526109661,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Thermoclostridium,Thermoclostridium stercorarium,3,0.009302167,0.569762256,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0
1510150,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomodales,Pseudomodaceae,Permianibacter,Permianibacter aggregans,1,0.344761,0.5509487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1510164,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus paciterrae,1,0.038648,0.550170648,0,0,0,0,2,0,0,0,0,0,0,0,5,1,0,0,0,3,1,3,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1510192,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium shanxiense,1,0.042306,0.50440678,0,0,1,0,0,0,0,1,1,0,0,0,10,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1510225,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halovenus,Halovenus sali,1,0.455916,0.585592011,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0
1510391,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromodales,Geobacteraceae,Geobacter,Geobacter soli,2,0.013153,0.560606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0
1510455,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromodales,Alteromodaceae,Agarivorans,Agarivorans litoreus,1,0.009694,0.530334015,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,3,1,0,2,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0
1510456,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Shimia,Shimia aquaeponti,1,0.027871,0.546176046,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1510457,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Litoreibacter,Litoreibacter ponti,1,0.006032,0.551226551,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0
1510458,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Aliiruegeria,Aliiruegeria sabulilitoris,1,0.005513,0.548850575,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,3,2,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,1,1
1510459,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrioles,Cellvibrioceae,Simiduia,Simiduia aestuariiviva,2,0.026601,0.537935748,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,1,1,3,1,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0
1510460,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ascidiaceihabitans,Ascidiaceihabitans donghaensis,1,0.057798,0.539293439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1510466,Archaea,Thaumarchaeota,,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Candidatus Nitrosopumilus koreensis,1,0.248797,0.525389303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0
1510468,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus haikouensis,2,0.010961,0.547861507,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510469,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Ornithinibacillus,Ornithinibacillus composti,1,0.104761,0.535665295,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510569,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Gibbsiella,Gibbsiella greigii,1,0.052851,0.540922619,0,0,0,0,1,0,1,0,2,0,1,1,4,2,0,0,0,1,1,0,2,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1510570,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rahnella,Rahnella victoria,1,0.015122,0.533828996,0,1,2,0,0,0,1,0,1,0,0,0,4,2,0,0,0,2,0,0,1,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1510573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rahnella,Rahnella bruchi,1,0.009486,0.534572491,0,1,2,0,0,0,1,0,1,0,0,0,4,2,0,0,0,2,0,0,1,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1510574,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rahnella,Rahnella woolbedingensis,1,0.007998,0.535315985,0,1,2,0,0,0,1,0,1,0,0,0,4,2,0,0,0,2,0,0,1,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0
151081,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromodales,Pseudoalteromodaceae,Pseudoalteromos,Pseudoalteromos ruthenica,2,0.0182855,0.539598743,0,0,0,0,2,0,0,1,0,0,0,0,4,2,0,0,0,2,0,0,4,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1510841,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Parasaccharibacter,Parasaccharibacter apium,2,0.0053635,0.554043953,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Acetoaerobium,Acetoaerobium sticklandii,2.2,0.1228058,0.518918896,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1511731,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides gitamensis,8,0.015999,0.491373361,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1511761,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc suionicum,2.5,0.020999,0.514700795,0,1.5,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,[Clostridium] symbiosum,1,0.027628,0.53228022,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
151276,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides coprosuis,1,0.006665,0.499760008,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1513,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium tetani,1,0.0037825,0.523512183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513270,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrioles,Cellvibrioceae,Marigarivorans,Marigarivorans algicola,2,0.1251,0.5273794,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,1,1,3,1,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0
1513271,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromodales,Alteromodaceae,Catenovulum,Catenovulum maritimum,1,0.009914,0.524465886,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,3,1,0,1,1,1,0,3,0,0,0,0,3,0,0,0,0,0,0
